,g_mag,r_mag,int_color,num_rgb,num_cheb,num_agb,num_eagb,num_tpagb
473,22.231566407774004,21.773123480757462,0.45844292701654016,944,108,18,17,1
474,22.18866505054614,21.70695239476021,0.4817126557859257,963,121,21,18,3
475,22.269862749421225,21.79224237065716,0.4776203787640616,898,109,14,11,3
476,22.185408579597542,21.729010012361872,0.45639856723567485,1005,101,21,21,0
477,22.27631969026905,21.774774183471315,0.5015455067977312,918,95,17,15,2
478,22.209008554724754,21.71866865916598,0.4903398955587723,963,109,13,10,3
479,22.191068304142767,21.715050793064094,0.4760175110786782,1025,103,22,20,2
480,22.268735419101347,21.81206840681178,0.4566670122895661,938,112,14,12,2
481,22.20859603550451,21.72073379758003,0.4878622379244806,946,100,15,13,2
482,22.16954484069622,21.641853026586485,0.5276918141097355,931,106,20,15,5
483,22.278552936811447,21.81269075085214,0.46586218595930656,949,91,21,20,1
484,22.109016050691647,21.61227828339865,0.496737767292999,980,115,19,19,0
485,22.184447914210537,21.71540425849212,0.46904365571841766,973,113,23,20,3
486,22.2258549361476,21.73684916067169,0.48900577547590796,891,93,16,14,2
487,22.192741425782366,21.740724803803598,0.45201662197876996,919,125,22,20,2
488,22.21603968630079,21.719537745245038,0.49650194105575096,909,87,22,21,1
489,22.182041695220725,21.707324362602,0.4747173326187252,929,109,21,20,1
490,22.08909616910393,21.612463142350748,0.47663302675317853,1022,116,21,21,0
491,22.206555244436434,21.725755467781283,0.4807997766551525,895,114,15,14,1
492,22.194121928689547,21.71418152750437,0.47994040118518344,985,113,20,18,2
493,22.171026403156343,21.683443953926393,0.48758244922995053,917,113,17,16,1
494,22.279629830184327,21.85180074791588,0.42782908226844596,940,114,14,14,0
495,22.21863028168919,21.75445494687999,0.4641753348092028,975,121,18,15,3
496,22.19944914252027,21.703719155963327,0.49572998655693834,961,117,20,16,4
497,22.230725019408712,21.759406244617633,0.4713187747910777,986,97,14,11,3
498,22.266765701325653,21.82918974492248,0.4375759564031717,923,114,15,15,0
499,22.190041569374344,21.69651253593966,0.49352903343468196,947,114,16,16,0
500,22.25109218546543,21.768597363878182,0.48249482158725315,920,107,18,15,3
501,22.16711247732264,21.69690279768622,0.4702096796364214,960,120,22,21,1
502,22.15437012442916,21.682268531604297,0.47210159282486563,950,122,22,21,1
503,22.28645691664951,21.860034961573863,0.4264219550756473,948,108,17,17,0
504,22.27277509132856,21.826268050401644,0.44650704092691423,923,103,17,17,0
505,22.193390097735563,21.723145421778867,0.47024467595669484,992,109,15,14,1
506,22.211388563546347,21.731856945463196,0.47953161808314854,924,105,18,17,1
507,22.269511077232565,21.784768663523355,0.4847424137092119,931,98,9,8,1
508,22.08984939093202,21.55846233147183,0.531387059460194,980,104,23,20,3
509,22.2334331162066,21.785002081517813,0.44843103468878787,953,117,16,15,1
510,22.28166104824428,21.815266925053905,0.4663941231903761,972,99,16,15,1
511,22.146399794927106,21.655270996604983,0.49112879832212153,964,119,15,14,1
512,22.11029769154255,21.607129497045612,0.5031681944969322,1033,101,24,23,1
513,22.15274639117565,21.656539988508307,0.49620640266734134,1001,121,20,18,2
514,22.296559050434112,21.823466013043195,0.47309303739091313,937,92,9,8,1
515,22.09574654803874,21.575619868866383,0.5201266791723608,995,98,22,20,2
516,22.240559322893464,21.752547383245577,0.48801193964788714,957,96,17,16,1
517,22.206826158799245,21.737012578969473,0.4698135798297748,939,117,17,15,2
518,22.22181656540519,21.69594614202545,0.5258704233797458,923,80,15,11,4
519,22.224747672806554,21.751023394217988,0.47372427858856414,973,105,20,19,1
520,22.211621046873503,21.742714298451176,0.4689067484223258,951,118,26,23,3
521,22.17774337162357,21.659405642886618,0.5183377287369493,955,102,14,11,3
522,22.281807219535278,21.82197200060669,0.45983521892858903,960,96,11,9,2
523,22.18497382464912,21.703847970516886,0.4811258541322369,948,105,13,11,2
524,22.184011361448682,21.690720296325136,0.4932910651235456,929,116,23,19,4
525,22.21980347454511,21.75120495980356,0.4685985147415448,942,104,15,11,4
526,22.173246663600974,21.708947389422022,0.46429927417895,1021,103,16,15,1
527,22.256847283566724,21.784709361700966,0.4721379218657585,929,102,13,13,0
528,22.219900094660673,21.753097001673897,0.46680309298677475,944,105,25,24,1
529,22.213885631531817,21.733928147315325,0.4799574842164889,951,117,19,13,6
530,22.158800642843968,21.69104006318856,0.4677605796554057,998,115,14,13,1
531,22.1228962814496,21.62011205767112,0.5027842237784775,969,118,18,17,1
532,22.156355083340937,21.650276966201048,0.5060781171398855,960,113,15,15,0
533,22.199278503214973,21.7296045127525,0.46967399046247355,992,117,10,9,1
534,22.186465511455093,21.711725119025886,0.47474039242920374,915,121,17,16,1
535,22.163835075605554,21.660164173967587,0.5036709016379635,955,124,18,15,3
536,22.225913947590257,21.796692910643216,0.42922103694704455,998,120,15,13,2
537,22.181480550474575,21.71248283894655,0.46899771152802583,961,119,17,17,0
538,22.325610043373118,21.871757535527486,0.4538525078456324,919,106,12,10,2
539,22.21415999928589,21.74474514923283,0.46941485005306083,916,108,12,12,0
540,22.211560829147903,21.76399946258057,0.44756136656733225,977,108,25,23,2
541,22.10838199413979,21.62546486583263,0.4829171283071585,975,129,17,16,1
542,22.22962378411929,21.752092155602103,0.4775316285171866,927,103,13,11,2
543,22.198044152760392,21.689922588121956,0.5081215646384386,952,91,21,16,5
544,22.17121438374033,21.663326433641853,0.5078879500984788,1020,93,19,17,2
